blood_bank_name,state,district,city,address,mobile,category,latitude,longitude
Shri Markendya Charitable and Medical Trust Irrapanna N Boli Blood Bank,Maharashtra,SOLAPUR,Solapur,"Ashok Chowk, 896/97, Bhavnarishi Peth (Bolli Mangal Karayalaya 1 floor, Solapur",9970916878,Charity,17.659918,75.906391
"Dr. Hegdewar Rakta Pedhi Sanstha, Solapur",Maharashtra,SOLAPUR,Solapur,"1st Floor, Sahyadri Shopping Centre Railway Lines, Solapur",9423227552,Charity,17.66391,75.900793
Solapur Blood Bank,Maharashtra,SOLAPUR,Solapur,"136, Railway Line, Near Railway Station, Near Atthar Hospital, Anjani Chembers,  Solapur",9850988313,Government,17.65992,75.906391
IMA - Sahakar Maharshi Shankarrao Mohite Patil Blood Bank,Maharashtra,SOLAPUR,Solapur,"804, Old Pandharpur Road, Ganeshnagar Akluj, Solapur",0982232799,Charity,17.660169,75.906401
Akshay Blood Bank,Maharashtra,SOLAPUR,Solapur,"Survey No. 2212, First Floor, Laxmi Narayan Apartment, South Sadar Bazar, Solapur",9890244339,Charity,17.669558,75.915101
M. M. Patel Public Charitable Trust - Ashwini Rural Medical College and Hospital Blood Bank,Maharashtra,SOLAPUR,Solapur,"Kumbhari, Gat No. 261 and 262 , Akkalkot Road, Kumbhari, Tal.South Solapur. Dist. Solapur",0976519023,Charity,17.644778,75.986234
Athar Minorities Social and Welfare Associations - Athar Blood Bank,Maharashtra,SOLAPUR,Solapur,"1st Floor, 410 Shukrawar Peth, Jamiya Complex, Near Jama Masjid, Solapur",9876543210,Charity,17.676725,75.910238
Indian Red Cross Society - Smt. Gopabai Damani Blood Bank,Maharashtra,SOLAPUR,Solapur,"165 Railway Line, Red Cross Road, Dufferin Chowk, Solapur",9850087068,Charity,17.660077,75.906391
Indian Red Cross Society - Sarjubai Bansila Bajaj Blood Bank,Maharashtra,SOLAPUR,Solapur,"62/2/3/4, Bhakti Marg, Pandharpur, Solapur",9822259951,Charity,17.562936,75.265589
SIDDHESHWAR BLOOD BANK,Maharashtra,SOLAPUR,Solapur,"Kalyani Towers, 126 Siddheshwar Peth, Near Yashwantrao Hospital Behind civil court, Solapur",9850220047,Charity,17.672075,75.904841
Tarapur Atomic Power Station Hospital Blood Bank,Maharashtra,THANE,Palghar,"TAPS Hospital Blood Bank, TAPS 12 (Anushri) Township Near Boisar, Palghar",9423982779,Government,19.813093,72.743519
Vitthal Sayanna General Hospital (Civil Hospital) Blood Bank,Maharashtra,THANE,Thane,"Civil Hospital, 1st Floor, Tembhi Naka, Thane (W)-400601",0998703461,Government,19.199056,72.978096
Central Hospital Blood Bank,Maharashtra,THANE,Thane,"Ulhasnagar, Central Hospital, Nehru Chowk Road, Ulhasnagar",9892026643,Government,19.229578,73.165135
JVP Blood Bank and Transfusion Centre Blood Bank,Maharashtra,THANE,Thane,"201, 213 Arenja Arcade Plot No. 4 Sec-17, Next to Apana Bazar, Vashi, Navi Mumbai",9820353954,Private,19.072305,73.000676
Sankalp Blood Bank,Maharashtra,THANE,Thane,"Riddhi Siddhi, Opposite to ICICI Bank, Near Ramchandra Hall, Murbad Road Kalyan (W)",9323870367,Private,19.241131,73.146766
Jupiter Hospital Blood Bank,Maharashtra,THANE,Thane,"Jupiter Hospital, Eastern Express Highway, Service Road, Near Voltas,  Naupada, Thane (W)",9619894785,Private,19.209617,72.972405
Plasma Diagnostic Lab and Blood Bank,Maharashtra,THANE,Thane,"Meghdoot, Building, Gopal Nagar, Hotel Janaki, Opposite to Manjunath School, Dombivali( E)",9820327325,Charity,19.215794,73.096159
Vaidhya Blood Bank,Maharashtra,THANE,Thane,"1st Floor. Satyam Apartment, M.G. Road, Jeevan Jyot Hospital, Near Naupada Police Station, Thane (W)",9892523533,Charity,19.187896,72.96724
Mahatma Gandhi Mission Medical College and Hospital Blood Bank,Maharashtra,THANE,Thane,"Plot No. 1 and 2, Sector-18, Kamothe, Navi Mumbai",9819131787,Charity,19.003199,73.118362
Navjeevan Blood Bank,Maharashtra,THANE,Thane,"Gokhale Road, Naupada, Near Dr.Mhaskar39s Hospital, Thane (W)",9820040536,Charity,19.187729,72.967926
Sarla Blood Bank,Maharashtra,THANE,Thane,"Ravi Hospital, 1st Floor, 50 Anand Nagar, Navghar Vasai (W)",9960174472,Charity,19.255677,72.865577
Tssia Blood Bank,Maharashtra,THANE,Thane,"Tssia House, Road No.P 26/T,Rd-16, Wagle Estate, Thane (W)",9223300850,Charity,19.194769,72.952884
Kai Wamanrao Oak Blood Bank,Maharashtra,THANE,Thane,"Ghantali Mandir Road, Vishnu Nagar, Naupada, Thane",9370404438,Charity,19.186459,72.975467
Blood Line Blood Bank,Maharashtra,THANE,Thane,"Swargiya Dharmvir Anand Dighe Sankool, Tika No-10, Near Vikas Palm, Dr. Ambedkar Road, Thane (W)",9867997507,Charity,19.200762,72.97498
Kalyan Dombivali Municipal Corporation Sponsored Nandakishore Education Society Arpan Blood Bank,Maharashtra,THANE,Thane,"2nd Floor, Bai Rukhminibal Hospital, Kalyan (W)",9876543210,Charity,19.244366,73.122511
Smt. Devkaabai Kalyanji Chheda Amrutvahini Blood Bank,Maharashtra,THANE,Thane,"Ashirwad Apartment, 2nd Floor,  Dshsnu (E), Thane",9876543210,Charity,19.208377,72.847668
Sanjeevan Blood Bank,Maharashtra,THANE,Thane,"1st Floor, Indravati Hospital, Sector-3, Airoli, Navi Mumbai",9876543210,Charity,19.156842,72.997815
Vijayee Blood Bank,Maharashtra,THANE,Thane,"Andrandes Bhavan 1st Floor, Plot No. 2, Sr. No 277-A, Behind Papdi Telephone Exchange, Near Sai Services,  Vasai (W)",9881091218,Charity,19.358711,72.811841
Mira Bhayandar Municipal Corporation Rajeev Gandhi Blood Bank,Maharashtra,THANE,Thane,"C.S No.30/32 Poonam Sagar Complex, Near Allahabad Bank Mira Road (E), Thane",9876543210,Charity,19.274233,72.861175
"Maharashtra Blood Bank, Component and Apheresis Centre",Maharashtra,THANE,Thane,"C- Wing, 107/207, Kuldeep Arcade, Near Navli Railway Phatak, Station Road, Palghar (W), Thane",9823133779,Charity,19.692902,72.772639
Chidanand Charitable Trust Dombivali Blood Bank,Maharashtra,THANE,Thane,"Siddhi Hospital, Bajiprabhu Chowk, Dombivali (East)",9833156009,Charity,19.212614,73.088869
Seva Blood Bank,Maharashtra,THANE,Thane,"Pushpadev Apartment, Basement, Opposite to Manav Kalyan Kendra, Near Sarvesh Hall, Dombivali",9876543210,Charity,19.215715,73.091599
Chhatrapati Shivaji Maharaj Hospital Blood Bank,Maharashtra,THANE,Thane,"Thane Belapur Road, Kalwa, Thane",9757223723,Government,19.1922569,72.986723
Navi Mumbai Municipal Corporation Blood Bank,Maharashtra,THANE,Thane,"General Hospital Vashi, Near Saint Mary Church, Sector-10, Vashi, Navi Mumbai",0932429261,Government,19.082788,72.996027
Lokmanya TSSIA Blood Bank Thane,Maharashtra,THANE,Thane,"Tssia House, Road No. P 26/T, Road-16, Next to Thane Janata Sahakari Bank, Behind the Petrol Pump, Wagle Estate, Thane (W)",9225630689,Charity,19.191526,72.95169
"District - Civil Surgeon, General Hospital Blood Bank Wardha",Maharashtra,WARDHA,Wardha,"New Building, OPD 1st Floor General Hospital, Dr. Ambedkar Road, Near Jilha Parisad, Wardha",0942290428,Government,20.737833,78.603162
Kasturba Health Society Blood Bank,Maharashtra,WARDHA,Wardha,"Sevagram, Department of Pathology, MGIMS and Kasturba Hospital,  Sevagram, Wardha",9423120939,Charity,20.739287,78.660927
Jawaharlal Nehru Medical College Blood Bank,Maharashtra,WARDHA,Wardha,"Savangi (Meghe), Paloti Road, Wardha",9823749905,Charity,20.715824,78.575564
"Civil Surgeon, General Hospital Blood Bank Washim",Maharashtra,WASHIM,Washim,"General Hospital Blood Bank, Near Akola Naka,  Washim",9823301245,Government,20.12259,77.127893
Sau Kantadevi Dale Blood Bank,Maharashtra,WASHIM,Washim,"Maa Ganga Memorial Baheti Hospital, Akola Naka, Washim",0982221794,Charity,20.105396,77.143122
Shri Vasantrao Naik Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"Government Medical College and Hospital, Yavatmal",9422166126,Government,20.39524,78.118668
Laxmi Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"Chiddarwar Hospital, Motinagar, Pusad, Yavatmal",9422166035,Private,19.906603,77.567708
Satyashanti Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"2nd Floor, Satyashanti Hospital, Opposite to Bus Stand, Pusad",9422165895,Private,19.910776,77.569957
Aishwarya Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"Survey No.3/2, Godhani Road, Gurunanak Nagar, Near Amolakshand College, Mouza, Umarsara, Yavatmal",9860508090,Charity,20.389322,78.118544
Shri Gajanan Blood Bank And Components,Maharashtra,YAVATMAL,Yavatmal,"Property No 71, Road No.9, 2nd Floor, Bajaj Satkar Bhavan, Yavatmal (m.s)",9823053679,Charity,20.418283,78.12953
Ekneel Blood Bank,Maharashtra,YAVATMAL,Yavatmal,"Near City Centre, Datta Chowk",7588775111,Charity,20.389322,78.118544
District Hospital Blood Bank,Manipur,CHURACHANDPUR,Churachandpur,"Churachandpur District Hospital, IB Road, Hiangtam Lamka",9876543210,Government,24.343447,93.692909
JNIMS Hospital Blood Bank and Transfusion Unit,Manipur,IMPHAL EAST,Porompat,"JNIMS Hospital, Ryang Palli Road, Near TV RoadPorompat, Imphal East",9862983562,Government,24.811173,93.961697
Model Blood Bank - Department of IHBT,Manipur,IMPHAL WEST,Imphal,"RIIMS, Lamphalphelpat, Lamphel Road, Imphal",0943602716,Government,24.815898,93.922827
Shija Blood Bank and Transfusion Services,Manipur,IMPHAL WEST,Imphal,"Shija Hospital and Research Institute, Meitei Langol, Lamphelpat, Imphal",9436807409,Charity,24.835805,93.914217
District Hospital Blood Bank and Transfusion Unit,Manipur,THOUBAL,Thoubal,"District Hospital, Khangbok, Maning Leikai, Manipur",0825988036,Government,24.624975,94.013034
Military Hospital Blood Bank,Meghalaya,EAST KHASI HILLS,Shillong,"Military Hospital, Rilbong, Shillong",9876543210,Government,25.571624,91.873071
Nazareth Hospital Blood Bank,Meghalaya,EAST KHASI HILLS,Shillong,"Nazareth Hospital, Laitumkhrah, Shillong",9876543210,Charity,25.571321,91.897913
"Regional Blood Bank, East Khasi Hills - Pasteur Institute",Meghalaya,EAST KHASI HILLS,Shillong,"Pasteur Institute, Pasteur Hill, Lawmali",9863024427,Government,25.583606,91.884132
North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences Blood Bank,Meghalaya,EAST KHASI HILLS,Shillong,"North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences , Mawdiangdiang, Shillong",9856089295,Government,25.591485,91.940381
Dr. H. Gordon Roberts Hospital Blood Bank,Meghalaya,EAST KHASI HILLS,Shillong,"Jaiaw, Shillong",9774461158,Charity,25.584829,91.875283
Tura Civil Hospital Blood Bank,Meghalaya,WEST GARO HILLS,Tura,"Tura Civil Hospital, Dermile, Near Dermile Fuel Station",9436104282,Government,25.514811,90.203482
Jowai Civil Hospital Blood Bank,Meghalaya,WEST JAINTIA HILLS,Jowai,"Jowai Civil Hospital, DurlongOpp. Lower Primary School Panaliar,Panaliar Towai",9436337637,Government,25.438521,92.199331
Civil Hospital Blood Bank Aizawl,Mizoram,AIZAWL,Aizawl,"Block -B , Civil Hospital,Near Millenium Centre,Aizawl",9436140882,Government,23.732287,92.716561
Synod Hospital Blood Bank Durtlang,Mizoram,AIZAWL,Aizawl,"Blood Bank, Synod Hospital, Durtlang",9863374335,Charity,23.772714,92.731326
District Hospital Blood Bank Champhai,Mizoram,CHAMPHAI,Champhai,"District Hospital, ChamphaiVengsang ChamphaiNear BSNL office Champhai",9862478410,Government,23.48105,93.3097
District Hospital Blood Bank Kolasib,Mizoram,KOLASIB,Kolasib,"Blood Bank, District Hospital, KolasibVenglai, Kolasib, Hospital Road",9436155353,Government,24.231419,92.676799
District Hospital Blood Bank Lawngtlai,Mizoram,LAWNGTLAI,Lawngtlai,"District Hospital, Electric veng, Near CMO office, Lawngtlai",9612194846,Government,22.536684,92.888179
Civil Hospital Blood Bank,Mizoram,LUNGLEI,Lunglei,"Civil Hospital, Chanmari-2 Lunglei",0908923652,Government,22.886385,92.744135
Christian Hospital Blood Bank Serkawn,Mizoram,LUNGLEI,Serkawn,"Christian Hospital, Serkawn",8415843580,Charity,22.90691,92.758415
District Hospital Blood Bank Mamit,Mizoram,MAMIT,Mamit,"Blood Bank, District Hospital,Lungsir, Mamit",9862635066,Government,23.909365,92.494861
Civil Hospital Blood Bank Saiha,Mizoram,SAIHA,Saiha,"District Hospital, New Saiha West, Saiha",0943658876,Government,22.488391,92.982668
"J N Hospital Blood Bank,Serchhip",Mizoram,SERCHHIP,Serchhip,"Blood Bank, District Hospital, Serchhip",9862300952,Charity,23.307946,92.856366
District Hospital Blood Bank,Nagaland,DIMAPUR,Dimapur,"District Hospital Colony, Dimapur",9436009493,Government,25.905078,93.731607
Christian Institute of Health Sciences and Research Blood Bank,Nagaland,DIMAPUR,Dimapur,"Christian Institute of Health Sciences  Research, 4th Mile, P.B. 31, P.O. ARTC, Dimapur",9862583187,Private,25.865482,93.771446
Naga Hospital Authority Blood Bank,Nagaland,KOHIMA,Kohima,"Naga Hospital, NH 39, AH1, Kohima",9436000422,Government,25.669384,94.095902
General Hospital Blood Bank,Nagaland,KOHIMA,Kohima,"General Hospital, Kohima",9436292954,Government,25.596486,94.12323
Dr. Imkongliba Memorial District Hospital Blood Bank,Nagaland,MOKOKCHUNG,Mokokchung,"Dr. Imkongliba memorial District Hospital, Majakong Ward, Mokukchung",9436006242,Government,26.318678,94.52071
District Hospital Blood Bank,Nagaland,MON,Mon,"Mon Civil Hospital, Tuensang-Mon Naginimora RoadBlood Bank",9436441059,Government,26.716467,95.02633
District Hospital Blood Bank,Nagaland,PHEK,Phek,"District Hospital, Bethany 1 Colony, Phek town",9436013317,Government,25.710067,94.464482
District Hospital Blood Bank,Nagaland,TUENSANG,Tuensang,"Civil Hospital, Tuensang-Mon-Naginimora Road, NagalandBlood Bank",9436007242,Government,26.253444,94.817879
District Hospital Blood Bank,Nagaland,WOKHA,Wokha,"Wokha Civil Hospital, Wokha, Near NH 61",9436240964,Government,26.079008,94.259206
District Hospital Blood Bank,Nagaland,ZUNHEBOTO,Zunheboto,"District Hospital, South Point East, Near Sheipu, ZunhebetoBlood Bank",9436824331,Government,26.002962,94.523584
"Odisha Red Cross Blood Bank, Angul",Odisha,ANGUL,Angul,"District Head Quarter Hospital, Angul",9439195229,Government,20.9211366,84.8567932
"Odisha Red Cross Blood Bank, SDH, Athamallik",Odisha,ANGUL,Athamallik,"Sub Divisional Hospital Athamallik, Badadamdasahi, Athamallik",9777575292,Charity,21.20617844,84.93461609
Nalco Hospital Blood Bank,Odisha,ANGUL,Mumbai,"National Aluminium Company Ltd, Nalco Nagra, Angul",9876543210,Private,20.850763,85.152407
Sub Divisional Hospital Talcher,Odisha,ANGUL,Talcher,"Sub-Divisional Hospital, Talcher, Angul",9439408511,Government,20.946461,85.240965
Neheru Satabdi (N.S) Central Hospital Blood Bank,Odisha,ANGUL,Talcher,"Neheru Shatabdi Hospital, MCL, AT/PO - Dera, Talcher",0943729053,Government,20.931088,85.173211
"Odisha Red Cross Blood Bank, Balangir",Odisha,BALANGIR,Balangir,"District Head Quarters Hospital Campus, Balangir",9861161030,Government,20.707443,83.494856
"Biju Padhnaik Red Cross Blood Bank, CHC Kantabanji",Odisha,BALANGIR,Kantabanji,"Road No 1, CHC Kantabanji , Balangir, Odisha",9437588037,Government,20.468944,82.914898
"Odisha Red Cross Blood Bank, Patnagarh",Odisha,BALANGIR,Patnagarh,"Sub Divisional Hospital Blood Bank Patnagarh , At/Po/Ps- Patnagarh",9437240734,Government,20.708494,83.129548
"Odisha Red Cross Blood Bank, SDH, Titlagarh",Odisha,BALANGIR,Titlagarh,"Sub-Divisional Hospital,Titlagarh, At/Po/Ps- Titlagarh,  Balangir",9438337291,Government,20.2894944,83.1516406
"Odisha Red Cross Blood Bank, Balasore",Odisha,Balasore,Balasore,"District Head Quarters Hospital, Baleshwar",9437435843,Government,21.493347,86.935961
Jyoti Hospital Blood Bank,Odisha,Balasore,Kuruda,"Kuruda, Balasore",0943704939,Government,21.471497,86.891335
"Odisha Red Cross Blood Bank, Nilagiri",Odisha,Balasore,Nilagiri,"Sud Divisional Hospital,  Nilagiri, At/Po/Ps-Nilagiri",9437435843,Government,21.463441,86.775551
"Odisha Red Cross Blood Bank, Baragarh",Odisha,BARGARH,Bargarh,"Distict Head Quarter Hospital, Bargarh",9876543210,Charity,21.335042,83.616202
"Catholic Mission Hospital Blood Bank, Bargarh",Odisha,BARGARH,Bargarh,"Bargarh-Bheden Rd, Tora, Ruhunia",9876543210,Private,21.331385,83.608727
"Odisha Red Cross Blood Bank, SDH, Padampur",Odisha,BARGARH,Padampur,"At-Padampur, Po-Rajborasambar,",9437344762,Government,20.999564,83.060982
"Odisha Red Cross Blood Bank, Bhadrak",Odisha,BHADRAK,Bhadrak,"District Head Quarter Hospital, Bhadrak",9437278278,Government,21.065246,86.502463
"Odisha Red Cross Blood Bank, Boudh",Odisha,BOUDH,Boudh,"District Head Quarters Hospital, NH 224, Boudh",0943749599,Charity,20.840309,84.321603
"Central Red Cross Blood Bank, Cuttack",Odisha,CUTTACK,Cuttack,"Mangalabag, Medical Road, Cuttack",8763054547,Charity,20.474804,85.888633
Shrirama Chandra Bhanj (SCB) Medical College Blood Bank,Odisha,CUTTACK,Cuttack,"Dock Road, Manglabag",9876543210,Government,20.473658,85.892097
"Odisha Red Cross Blood Bank, Deogarh",Odisha,DEOGARH,Deogarh,"District Head Quarters Hospital, Deogarh",0889503940,Government,21.534301,84.729719
"Odisha Red Cross Blood Bank, Dhenkanal",Odisha,DHENKANAL,Dhenkanal,District Head Quarters Hospital,9439123301,Charity,20.663314,85.597065
"Odisha Red Cross Blood, Paralakhemundi",Odisha,GAJAPATI,Gajapai,"District Hospital, Paralakhemundi,Gajapati",9876543210,Charity,18.771476,84.096865
Maharaja Krishna Chandra Gajapati Medical College Blood bank,Odisha,GANJAM,Berhampur,"National Highway 59, Berhampur, Ganjam",9861193566,Government,19.312434,84.810241
"Odisha Red Cross Blood Bank, SDH, Bhanjanagar",Odisha,GANJAM,Bhanjanagar,Sub Divisional Hospital Bhanjanagar,9437424234,Charity,19.93655984,84.57996368
"Odisha Red Cross Blood Bank, Jagatsinghpur",Odisha,Jagatsinghpur,Jagatsinghpur,"District Head Quarters Hospital, Jagatsinghpur",9438411897,Government,20.251662,86.179783
"Odisha Red Cross Blood Bank, Jajpur",Odisha,JAJPUR,Jaipur,"District Head Quarters Hospital, Jajpur",9437238102,Government,20.849463,86.328963
"Odisha Red Cross Blood Bank, CHC Jajpur road",Odisha,JAJPUR,Jaipur Road,CHC Jajpur Road,9876543210,Government,20.948487,20.948487
"Odisha Red Cross Blood Bank, Jharsuguda",Odisha,JHARSUGUDA,Jharsuguda,"District Head Quarter Hospital, Near Hanuman Mandir,",0943879293,Government,21.853817,84.017235
"TRL Hospital, Belpahada",Odisha,JHARSUGUDA,Mumbai,"TRL Hospital, Belpahar, Jharsuguda, Odisha",9876543210,Private,21.8138695,83.8530636
"Central Hospital (MCL), Brajaraj Nagar",Odisha,JHARSUGUDA,Mumbai,"Blood Bank, Central Hospital (MCL),Brajaraj Nagar, Jharsuguda",9876543210,Private,21.8479363,83.9174688
District Head Quarters Hospital Blood Bank Bhawanipatna,Odisha,KALAHANDI,Bhawanipatna,"Hospital Road, SH 44,",9876543210,Charity,19.901936,83.159977
"Odisha Red Cross Blood Bank, SDH, Dharmagarh",Odisha,KALAHANDI,Dharmagarh,"Sub-Divisional Hospital, At/Po- Dharmagarh",9437328408,Government,19.869351,82.781124
Sardar Rajas Medical College Hospital Blood Bank,Odisha,KALAHANDI,Mumbai,"Blood Bank, Sardar Rajas MCH, Bhawaniptna",9876543210,Government,19.890621,83.014694
"Odisha Red Cross Blood Bank, SDH, Baliguda",Odisha,KANDHAMAL,Baliguda,"Sub-Divisional Hospital, Near SBI, Balliguda",9876543210,Government,20.200309,83.909889
"Odisha Red Cross Blood Bank, Kandhamal",Odisha,KANDHAMAL,Phulbani,"District Head Quarter Hospital Phulbani, Kandhamal",0943764633,Charity,20.485796,84.224718
District Head Quarters Hospital Blood Bank Kendrapara,Odisha,KENDRAPARA,Mumbai,"District Head Quarters Hospital Blood Bank, Kendrapara",9439739510,Government,20.502151,86.425929
"Odisha Red Cross Blood Bank, SDH, Anandapur",Odisha,KENDUJHAR,Anandapur,"Sub Divisional Hospital, Anandapur, Ghasipura",9876543210,Government,21.628282,85.596419
"Odisha Red Cross Blood Bank, SDH, Champua",Odisha,KENDUJHAR,Champua NAC,"Sub Divisional Hospital Champua, At/-SDH, Champua",9776983507,Government,21.6293658,85.5978164
"Tisco Hospital Blood Bank, Kendujhar",Odisha,KENDUJHAR,Joda,"Tisco Hospital, Joda, Kendujhar",9876543210,Private,22.018667,85.418371
"Odisha Red Cross Blood Bank, Kendujhar",Odisha,KENDUJHAR,Kendujhar,"District  Head Quarter Hospital,Kendujhar",9876543210,Government,21.628282,85.596419
Central Hospital Blood Bank Joda,Odisha,KENDUJHAR,Mumbai,"Blood Bank,Central  Hospital, Joda, Keonjhar",9876543210,Private,22.036011,85.434191
"Odisha Red Cross Blood Bank, Capital Hospital",Odisha,KHORDHA,Bhubaneswar,"Capital Hospital, Udyan Marg, Unit-6, Ganga Nagar",9238342693,Government,20.260999,85.82211
"Odisha Red Cross Blood Bank, Bhubaneshwar Municipal Hospital",Odisha,KHORDHA,Bhubaneswar,"OldTown, Samantarapur",9861107152,Government,20.230822,85.841899
Kalinga Hospital Limited Blood Bank,Odisha,KHORDHA,Bhubaneswar,"Kalinga Hospital, Chandrasekharpur, Bhubaneswar",9437010331,Private,20.313722,85.818325
